id,sentence1,sentence2,dm1,dm2
2337,"as a teenager, pablo was often in trouble and not too interested in school, but very interested in nature.",he began to think about a university degree and took several vocational tests to help him figure out what subject would suit him best.,"eventually,","though,"
2342,He didn't make another movie for ten years.,"his reputation and then some was restored, first in japan and soon thereafter in the west.","eventually,","however,"
2347,"The differences, perhaps, were rhetorical rather than real, and the conclusion of our debate is that we learn that we are fundamentally at one on important metaphysical questions.","(and more likely in this case), we discover as our debate progresses that our differences are even more important and thoroughgoing than we first thought.","or,",alternatively
2363,"If having specific fonts and layouts matter, PDF is the way to go.",it's what you say and not how you say it.,"ultimately,","though,"
2364,"Unfortunately, some of the themes were hammered in a bit too strongly; the evil Duke was a bit of a straw man.",the unique packaging of this christmas present made it well worth it.,"overall,","though,"
2368,"Nor because some animals are savage, is their alliance to us to be on this account abscinded.",we destroy such men; yet we do not cut them off from an alliance to animals of a mild nature.,"hence,","also,"
2370,"But for now, I'm not willing to give up on the notion that humans can figure out how to live in a more balanced community with the rest of life.","some major reorganization of our world is in order, or, more accurately, is taking hold right now.","ultimately,","though,"
2372,"so, these are very good, but quite difficult questions to answer right.",i think they are important questions to answer.,"now,",but
2381,"If it does occur,.","it happens to be at night, the ships may shine a light on the other.","though,",and
2396,It's also important in travel and adventure so that you have ample time to describe and let the players grow comfortable with your world's society and landscape.,you will definitely want to go into a macro management style.,but,"eventually,"
2397,This paper summarizes the empirical and theoretical research on executive compensation and provides a comprehensive and up-to-date description of pay practices (and trends in pay practices) for chief executive officers (CEOs).,there are feedback processes that cause an emphasis in pay and extrinsic incentives to create attitudes and behavior that make....,"again,","however,"
2402,the university community is at various levels to continue past efforts--both as to asset expansion and personnel maintenance.,these efforts have not been totally successful.,"clearly,","also,"
2413,"He calls Princess Jasmine ""Pussycat""; he reminds us a lot of Prince, actually.",he's just a dude trying to get into a cave of riches because he feels inadequate serving under a king.,"ultimately,","though,"
2419,"The elves there are the only sapient race not descended from humanity, and really are older and more naturally magical than humanity or the other races.","they had, well before the beginning of the first series, forgotten their heritage and the vast bulk of their magical abilities.","interestingly,","though,"
2451,It had to do with integrity.,john mccain lies.,but,"now,"
2454,The brand won't be successful until you are its unapologetic champion-love every part of it.,pick your battles.,"third,","finally,"
2456,"The most serious courtship was the second, which would have had to be structured as a US Airways acquisition of United because of a provision in pilots' contracts.","other insurmountable obstacles, us airways was left at the altar last year when united opted to go a different way and hooked up with continental.",because of that,and
