id,sentence1,sentence2,dm1,dm2
2722,The touchpad is still working and after putting the computer briefly into standby the problem is solved to the degree that it is possible to use the keyboard etc.,the sound volume can be adjusted again with ubuntu's speaker symbol.,"again,",and
5130,So this is your challenge: I want to know what you collect in the game or games you play.,"why-ever you loot, keep, store, organize, whatever you hold onto, or even if you refuse to hold onto anything-tell me about it!",however,and
3381,"By clicking on the ""Confirm Order"" button, Lessee indicates acceptance of the modified Terms and Conditions.","in consideration of the mutual covenants and promises hereinafter set forth, the parties hereto agree as follows:.","now,",therefore
3658,"Sometimes he will only take order for the preaching and dispensation of the word unto men; for this also is his work, Acts xiii.","it follows that his works may be of various kinds, and that those which are of the same kind may yet be carried on unequally as to degrees.","hence,","also,"
992,"indeed, memories of great battles here with manchester united and arsenal a decade or so ago remain vivid.",this was an afternoon that boasted more than atmosphere.,"ultimately,","though,"
2229,"Of course this is just one paper, and I'm sure more studies will be done that will dive deeper into the data.","megaupload's successor, mega, will have launched.",by then,"though,"
1958,"I had only been watching the show for about five minutes and I could already imagine the horribly long ""post"" I would be forced through my various compulsions to write.","like william shatner peeking out the airplane window in that twilight zone episode, i was compelled to flip back.",but,"then,"
3322,"Despite both parties' strong reservations toward several aspects of the Peace Plan, Polisario, with Algeria's encouragement, overcame its doubts and in July 2003 accepted the document.",morocco's dislike of several key provisions of the peace plan-the most significant being a referendum with independence as one of the choices-was quite evident.,by then,"however,"
3768,"Thus, Bruegmann argues, sprawl does not exacerbate economic inequities, it mitigates them.",bruegmann undermines the strength of his arguments about the benefits of suburbs by expressing a total lack of concern for the fate of american cities.,"ultimately,","however,"
6432,"And, in the case of publicly owned infrastructure services, households benefit in their capacity as members of the public.",it's not surprising that there has been little enthusiasm from australian households for another round of reform.,"overall,","though,"
3626,The converging alternate versions of the FF and Avengers as they approached the Bubble would make it seem that only one of them existed.,there are only two basic possibilities.,"regardless,","however,"
2050,Salt water and worthless.,there are no marine insurance companies.,"now,",and
1900,"The company will replace the battery if need be, but this also marks a first, I believe, for the portable Mac line.","the firm is able to make the notebook thinner than previous models, while still clocking in at 6.6 pounds.","by doing this,","however,"
