"File Number","Explicit Connective","Arg1 Complete","Arg2 Complete","Explicit Sense1","Explicit Sense2"
"wsj_0554","if","Mr. Phillips and Mr. Roman are indeed quite similar in substance,","not in style.","Contingency.Condition+SpeechAct",""
"wsj_0554","although","Mr. Roman, by contrast, seems rarely to cut loose at all,","he did appear at Ogilvy's Halloween party Friday decked out in duck feet and a duck hat, costumed as a ""lame duck.""","Comparison.Concession.Arg2-as-denier",""
"wsj_0554","and","WPP, which assumes financial control of its businesses in a hands-on way, instituted a new financial system","plans to sublet some floors in Ogilvy's new headquarters building to outsiders.","Expansion.Conjunction",""
"wsj_0554","and","In an internal memo, Alex Kroll, the agency's chairman, said Mr. Klein decided to remove himself to minimize ""negative reaction"" from prospective clients and others","to prepare for his defense.","Expansion.Conjunction",""
"wsj_0554","while","Mr. Klein will work with Mr. Kroll on some of the agency's joint venture activities and acquisitions","the case is pending.","Temporal.Synchronous",""
"wsj_0554","with","As previously reported, the account is troubled,","Philip Morris asking Backer Spielvogel Bates, Ogilvy & Mather, and possibly others to try their hand at developing new creative work.","Expansion.Level-of-detail.Arg2-as-detail",""
"wsj_0556","and","Mr. Finkelstein flew to San Francisco the day after the earthquake,","found that 10 to 12 of his company's stores had sustained some damage, including the breakage of most windows at the I. Magnin store on Union Square.","Expansion.Conjunction",""
"wsj_0556","but","""The volume and profit impact on our fiscal first quarter will not be positive,","looking at the whole fiscal year, we don't see the effect as material,"" wrote Mr. Finkelstein.","Comparison.Concession.Arg2-as-denier",""
"wsj_0557","and","The sale, at a higher price than some analysts had expected, helps the food and tobacco giant raise funds to pay debt","boosts Nestle's 7% share of the U.S. candy market to about 12%.","Expansion.Conjunction",""
"wsj_0557","and","Roughly $2 billion of that debt has already been repaid from previous asset sales,","RJR expects to use another $2 billion from the pending, two-part sale of most of its Del Monte unit.","Expansion.Conjunction",""
"wsj_0557","if","That sale, however, could still fall through","financing problems develop.","Contingency.Condition.Arg2-as-cond",""
"wsj_0557","but","Baby Ruth and Butterfinger are both among the top-selling 15 chocolate bars in the U.S.,","RJR's overall share of the roughly $5.1 billion market is less than 5%.","Comparison.Concession.Arg2-as-denier",""
"wsj_0558","when","Last year catastrophe losses totaled $5 million,","net was $235.5 million, or $2.07 a share.","Temporal.Synchronous",""
"wsj_0558","and","But because these claims are more difficult to evaluate","have been coming in more slowly, the company has no estimate of the impact of the earthquake on fourth-quarter results.","Expansion.Conjunction",""
"wsj_0559","and","""We stand for peace today","we will stand for peace tomorrow,"" said Walter Sisulu, the ANC's former secretary general who, along with five of his colleagues, served 26 years in prison before being released two weeks ago.","Expansion.Conjunction",""
"wsj_0559","before","""We stand for peace today and we will stand for peace tomorrow,"" said Walter Sisulu, the ANC's former secretary general who, along with five of his colleagues, served 26 years in prison","being released two weeks ago.","Temporal.Asynchronous.Precedence",""
"wsj_0559","and","Pretoria releases the ANC leaders, most of whom were serving life sentences,","allows them to speak freely, hoping that the ANC will abandon its use of violence.","Expansion.Conjunction",""
"wsj_0559","and","The ANC leaders speak in tones of moderation, emphasizing discipline, hoping the government will be encouraged to take further steps, such as freeing Nelson Mandela, the most prominent ANC figure,","unbanning the organization.","Expansion.Conjunction",""
"wsj_0559","and","Meanwhile, the many organizations inside the country that back the ANC are taking the opportunity to regain their strength","mobilize their supporters even though the state of emergency, which has severely curtailed black opposition, remains in force.","Expansion.Conjunction",""
"wsj_0559","even though","Meanwhile, the many organizations inside the country that back the ANC are taking the opportunity to regain their strength and mobilize their supporters","the state of emergency, which has severely curtailed black opposition, remains in force.","Comparison.Concession.Arg2-as-denier",""
"wsj_0559","and","In a message read out at the rally, exiled ANC President Oliver Tambo, who can't legally be quoted in South Africa, said the country was at a crossroads","that Mr. de Klerk ""may yet earn a place among the peacemakers of our country"" if he chooses a ""path of genuine political settlement.""","Expansion.Conjunction",""
"wsj_0559","if","In a message read out at the rally, exiled ANC President Oliver Tambo, who can't legally be quoted in South Africa, said the country was at a crossroads and that Mr. de Klerk ""may yet earn a place among the peacemakers of our country""","he chooses a ""path of genuine political settlement.""","Contingency.Condition.Arg2-as-cond",""
"wsj_0559","or","Still, this doesn't mean that either the government or the ANC is changing stripes --","that either has moved significantly closer to the other.","Expansion.Conjunction",""
"wsj_0559","but","The government may ease repression in some areas,","it still keeps a tight grip in others.","Comparison.Contrast",""
"wsj_0559","yet","For instance, it releases Mr. Sisulu without conditions,","his son, Zwelakhe, a newspaper editor, is restricted to his home much of the day and isn't allowed to work as a journalist.","Comparison.Concession.Arg2-as-denier",""
"wsj_0559","and","For instance, it releases Mr. Sisulu without conditions, yet his son, Zwelakhe, a newspaper editor, is restricted to his home much of the day","isn't allowed to work as a journalist.","Expansion.Conjunction",""
"wsj_0559","and","Speakers yesterday called on foreign governments to increase sanctions against Pretoria","urged supporters inside the country to continue defying emergency restrictions and racial segregation, known as apartheid.","Expansion.Conjunction",""
"wsj_0559","and","In the stands, people waved ANC flags, wore ANC T-shirts, sang ANC songs","chanted ANC slogans.","Expansion.Conjunction",""
"wsj_0559","and","As a police helicopter circled overhead, Mr. Sisulu repeated the ANC's demands on the government to create a climate for negotiations: Release all political prisoners unconditionally; lift all bans and restrictions on individuals and organizations; remove all troops from the black townships; end the state of emergency,","cease all political trials and political executions.","Expansion.Conjunction",""
"wsj_0560","and","Most are from independent producers instead of regulated utilities,","Westinghouse believes it will ride a wave of demand stretching over the next six years.","Expansion.Conjunction",""
"wsj_0560","but","""We haven't decided on a strategy yet,","we could become an independent producer depending on whether we're the developer or just the supplier,"" says Theodore Stern, executive vice president of the company's energy and utility systems group.","Comparison.Concession.Arg2-as-denier",""
"wsj_0560","and","In addition, the two companies will develop new steam turbine technology, such as the plants ordered by Florida Power,","even utilize each other's plants at times to take advantage of currency fluctuations.","Expansion.Conjunction",""
"wsj_0560","and","""Even though we'll still compete against Mitsubishi, we can also work jointly on some projects,","we'll gain a lot of sourcing flexibility,"" Mr. Stern contends.","Expansion.Conjunction",""
"wsj_0560","because","Westinghouse carefully crafted the agreement","the Justice Department earlier this year successfully challenged a proposed steam turbine joint venture with Asea Brown Boveri.","Contingency.Cause.Reason",""
