id,dm1,dm2,sentence1,sentence2,Explicit Sense1,Implicit Sense1
1530,and,so,"As a result, high-yield mutual funds have declined across the board",the many firms planning to sell $11 billion in junk bonds before year-end are experiencing anxious times.,Expansion.Conjunction,Contingency.Cause.Result
2467,"again,","though,",USA opinion polls on health charities and animal research.,"the sponsor of this investigation was an organization which opposes animal experimentation, the physicians committee for responsible medicine (pcrm).",,
1514,and,yet,"Jefferies spent most of its energies in the morning trying to match buyers and sellers,",there weren't many buyers.,Expansion.Conjunction,Comparison.Concession.Arg2-as-denier
2927,"eventually,","however,","léger, in particular, is a 'heroic' artist, who 'rejected every implication of ""glamour""'.",berger appears to have become disenchanted with communism as a form of state power.',,
1490,and,similarly,Kodak hired Robert Buzzell,Polaroid brought in Robert J. Dolan.,Expansion.Conjunction,Comparison.Similarity
1171,and,as a result,I've revised it several times,"I think I may say with pride that there is not a single discordant word in the whole text.""",Expansion.Conjunction,Contingency.Cause.Result
2423,"or,","rather,","Then went on a six-mile ""side trip"".",i got lost along with about a dozen other people.,,
2523,"clearly,","then,","Section 201 (g) NA and section 301 (g) INA (formerly section 301 (a) (7) INA) both specify that naturalization is ""the conferring of nationality of a state upon a person after birth. """,americans who acquired their citizenship by birth abroad to u.s. citizens are not considered naturalized citizens under either act.,,
2935,"or,","rather,","(fill in the blank for your religion of choice) dooms one to an ignoble fate,.",the _belief_ that one has an ignoble fate.,,
2188,because of this,and,-adaptive process between two adjacent elements.,"the topological features of the cartesian grid, only a reduced number of possible patch configurations can be obtained.",,
2091,"eventually,","though,","""When you're looking for relatively small amounts of money, it's sometimes easy for your program to get lost.""","using ""partnership for peace"" money, the us made a 25 percent contribution as a member of the nato coalition willing to fund and enhance the basic system.",,
405,and,specifically,The Tonawanda team determined that holdups for inspections were the main problem,identified which kinds of delays involved critical inspections and which were less critical or could be handled by workers already on the line.,Expansion.Conjunction,Expansion.Level-of-detail.Arg2-as-detail
757,but,then,"ESB directors warmly accepted,",a whirlwind bidding match ensued.,Comparison.Concession.Arg2-as-denier,Temporal.Asynchronous.Precedence
1897,but,"now,",The 12 contestants in SurKshetra from both sides of the border have shown their talent for singing as well as love for their nations in the first 6 episodes.,they will have to step up and show their dedication as well.,,
2157,"overall,","though,","Unfortunately, some of the themes were hammered in a bit too strongly; the evil Duke was a bit of a straw man.",the unique packaging of this christmas present made it well worth it.,,
1999,"in the end,","however,","""We have to meet or exceed that, and that's a big challenge.""",the nets couldn't meet it.,,
97,and,as a result,"But analysts said early results from the reorganization have been disappointing, especially in Europe,",there were signs that the board became impatient.,Expansion.Conjunction,Contingency.Cause.Result
1333,and,as a result,"TANDEM COMPUTERS INC., Cupertino, computer maker, annual sales of $1.6 billion, NYSE, said it had no significant damage",should be fully operational within a week.,Expansion.Conjunction,Contingency.Cause.Result
2579,and,"indeed,",a lot.,"just as stephen wrote, everyone acted as if it were fine.",,
743,and,then,"He is free to invest in chickens,",to fail for lack of chicken wire.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
806,and,then,"""You can't hire competent Americans","say, `Let them run only their own show, '"" says Vladimir Pucik, who headed the study run with Egon Zehnder International, a search firm.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
2738,furthermore,"however,",Firstly the administration does not actually have a policy of introducing a congestion charge.,labour can either claim that consistency should apply in which case they should be consistent.,,
1839,but,at the same time,"If sickness tortured your body, would you avoid the hospital or doctor because of embarrassment?","do not be led astray by certain people who wish to have read on them a ""blessing only"" without having previously confessed.",,
2469,"ultimately,","however,",a seven member board of elected officials are tasked with overseeing these dollars and providing oversight.,it falls upon the citizenry to monitor the conduct and expenditures of public dollars and the quality of education being provided to children.,,
1535,and,thus,"Spurred by waves of large-scale buying in blue-chip stocks, the Dow Jones Industrial Average rallied yesterday","erased about a half of Friday's 190.58-point plunge, gaining 88.12 to 2657.38.",Expansion.Conjunction,Contingency.Cause.Result
1992,"in the meantime,","though,","There's a belief that for the protection of these people, we still have to go forward with a case if we have the evidence to prove it.",a temporary restraining order prohibiting smith from having contact with mourglia or their children was lifted at mourglia's request.,,
1948,"again,","though,",excuse me truncating this fight but here we have the most obviously altered character in what appears to be john stewart in a different costume.,i'm thinking alternate worlds.,,
148,and,for example,This year it is expected to be a net importer,"is said to be seeking to buy about 200,000 tons of sugar to meet internal needs, analysts said.",Expansion.Conjunction,Expansion.Instantiation.Arg2-as-instance
1721,conversely,"however,","You might, several people got to go to them (Bar the OSM event, it was japan only).",several people did not.,,
2702,"so,",for example,"still, i still tend to skew my lists a bit towards fun over fight, so i'm thinking i can have fun with this while still being more effective.",a couple of 1750 lists with this in mind:.,,
1845,"overall,","though,",Many find this book long (I do...and yet I've read it twice).,the magus is gripping and hard to put down.,,
2895,"eventually,","though,",The fears of failure.,the jobs got better and he signed up for college.,,
692,and,then,The political risk would be far less if the president drew a firm line,"hewed to it, experts insist.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
818,and,thus,"""Publishers will find that some magazines have served their purpose","should die,"" he added.",Expansion.Conjunction,Contingency.Cause.Result
