,sentence1,sentence2,dm1,dm2
465,"the front, and a very muted greenish background for the paper.","most of the print on the front, is simply.","basically,","however,"
466,"So, I called VZW on the phone, and naturally got somebody that had no idea what I was talking about.",the messages stopped.,"eventually,","though,"
467,"To console himself, he turned towards the Great Stone Face, which, like a faithful and long-remembered friend, looked back and smiled upon him through the vista of the forest.","he could over-hear the remarks of various individuals, who were comparing the features of the hero with the face on the distant mountain-side.","meantime,","however,"
468,"Consequently, at the next step 806, the CPU 101 reads the set field of view angle and executes field of view angle processing (step 806).","when the truck 20 is travelling through a tunnel, the field of view angle is set extremely small and the far distance is displayed.","thereby,",for example
469,The dilators and insertions sheath are optional.,the distal end portions of the surgical instruments 10 and 20 may include eyelets for receiving the implant 34.,alternatively,for example
470,It is a consistent historical pattern of colonization.,we have to understand how the debate was shaped in previous years.,but,"still,"
471,I wasn't alone....,"nixon resigned, and there just didn't seem to be any other targets around worthy of thompson's scathing pit-bull like attacks.","eventually,","though,"
472,Time will tell if it was good enough to slide into the backup role in Tampa Bay next season.,gudlevskis should now be regarded as a legitimate prospect to be a future #1 goaltender in the nhl.,"regardless,","though,"
473,"Normal cells were reportedly unaffected, because they contained low concentrations of beta-glucosidases and high concentrations of rhodanese, which converts HCN to the less toxic thiocyanate.",it was shown that both cancerous and normal cells contain only trace amounts of beta-glucosidases and similar amounts of rhodanese.,"later,","however,"
474,"in short, it looks like we have a real mess on our hands now.",bowers doesn't mention the real nightmare scenario.,"indeed,",and
475,Harry didn't think so either.,"the gryffindor hadn't really thought of sex, or having a lover, just surviving another year.","though,","in fact,"
476,The room brightened.,there was also an increase in the volume of noise going through my head.,simultaneously,"though,"
477,The photograph originally appeared in New Jersey Monthly.,"the station scanned the photograph, stripped out the photographer's credit line (without permission), posted it on the station's website, and invited fans to manipulate the image.","later,","however,"
478,The converging alternate versions of the FF and Avengers as they approached the Bubble would make it seem that only one of them existed.,there are only two basic possibilities.,"regardless,","however,"
479,"To illustrate, fingerprinting in Japan isn't about controlling foreigners, it is a new security initiative that many countries are implementing or will soon.","this is especially difficult for you, don't make it personal.","third,",and
