File Number,Explicit Connective,Implicit Connective,Arg1 Complete,Arg2 Complete,Explicit Sense1,Implicit Sense1
wsj_1865,and,therefore,"Richard M. Greenwood, Valley National's executive vice president, said then that the company believed the write-downs were ""adequate""",didn't plan to increase its reserves again.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0445,and,then,"To transfer information from one to the other, employees make printouts",enter the data manually.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_1376,and,similarly,Now they know who you mean,you know who you mean.,Expansion.Conjunction,Comparison.Similarity
wsj_0224,and,because of that,"Ford, which already has an unwelcome 13.2% holding, is prepared to bid for the entire company",had lobbied the government to lift the takeover restrictions early.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0140,and,as a result,"""The company does not feel that it or any of the individuals violated any criminal statute","the company expects full vindication in court.""",Expansion.Conjunction,Contingency.Cause.Result
wsj_1328,and,thus,And he says Manville has the financial flexibility to buy other companies at the best possible momentwhen other construction-related firms are hurting,selling cheap.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1218,and,as a result,"Single-cell protein never panned out,",most companies abandoned such research.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0130,and,subsequently,The drug was approved by the Food and Drug Administration,"marketed by some 300 pharmaceutical companies, often under generic labels.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_0090,and,as a result,Stockholders who took the hint,sold shares escaped the October debacle.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1936,and,thus,"Encouraged by Mr. Wilder's sly grins, embarrassed grimaces and sputtering rages, the audience gets the joke",begins to laugh before the end of the first act.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0114,and,in general,"""Actually, the long deterioration in daily newspapers shows signs of coming to an end,","the industry looks pretty healthy.""",Expansion.Conjunction,Expansion.Level-of-detail.Arg1-as-detail
wsj_2314,and,as a result,But now prices have nose-dived,Quantum's profit is plummeting.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0769,and,therefore,"The Fed's move, however, only proved a stopgap to the pound's slide","the Fed intervened for a second time at around $1.5825, according to New York traders.",Expansion.Conjunction,Contingency.Cause.Result
wsj_1375,and,therefore,"""Nobody's been perfect in their credit judgments the past couple years,","we're going to make sure our default rates are going to be in the acceptable parameters of the market.""",Expansion.Conjunction,Contingency.Cause.Result
wsj_0688,and,as a result,"During the coming months, layers of management will be peeled away",regional offices will become more autonomous.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0186,and,then,The company plugged itself right into Carter campaign rhetoric about rebuilding the South Bronx,kept using the minority -- South Bronx angle through the Reagan '80s.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_0305,and,then,He joined the firm in 1963,bought it from the owners the next year.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_0413,and,yet,"""I was doing the laundry and nearly broke my neck running upstairs to see who was there,","it was nobody,"" she says, eyes wide at the recollection.",Expansion.Conjunction,Comparison.Concession.Arg2-as-denier
wsj_0629,without,but,One is whether there is enough money to fund the new issues,depressing stock trading.,Expansion.Manner.Arg2-as-manner,Comparison.Concession.Arg2-as-denier
wsj_2232,and,so,"But yesterday, even with halts in such major blue-chip stocks as Merck, ""we expected (the halts)","it wasn't too bad,"" said Donaldson's Mr. Eppel, who had been critical of the specialists' performance on Friday.",Expansion.Conjunction,Contingency.Cause.Result
wsj_1296,and,then,"The question, she said, is whether Drexel should be allowed to pay","move on, or ""whether you should (simply) revoke the license when someone is convicted of a felony.""",Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_0445,and,so,"""They hesitate to market NEC-compatible machines; NEC disapproves of such machines,","marketing one would jeopardize their relationship.""",Expansion.Conjunction,Contingency.Cause.Result
wsj_1469,and,as a result,"The consumer-products and light-industrial sectors are bearing the brunt of China's austerity measures,",foreign companies such as Givaudan that deal with those industries are being hit the hardest.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1274,and,instead,"In particular, many are snubbing the scotch preferred by their parents","opting for bourbon, the sweet firewater from the Kentucky countryside.",Expansion.Conjunction,Expansion.Substitution.Arg2-as-subst
wsj_0109,and,as a result,"But analysts said early results from the reorganization have been disappointing, especially in Europe,",there were signs that the board became impatient.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1386,and,meanwhile,"Japanese electronic giants, such as Sony Corp. and Hitachi Ltd., have focused almost entirely on HDTV hardware,",virtually ignored software or programs shot in high-definition.,Expansion.Conjunction,Temporal.Synchronous
wsj_2418,and,then,"Mr. Kaye had sold Capetronic Inc., a Taiwan electronics maker,","retired, only to find he was bored.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_1145,and,in contrast,That plan would leave existing preferred shareholders with at least a 41% stake,give common shareholders as little as 13%.,Expansion.Conjunction,Comparison.Contrast
wsj_2168,and,thus,"""You could buy at the bid and sell at the offer","make a fortune,"" he marveled.",Expansion.Conjunction,Contingency.Cause.Result
wsj_1760,and,then,"Down the street, a car pulls into the Shell station",is surrounded by black attendants.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_0576,and,as a result,"""Many programs we have now come from the West","are not suitable to our culture,"" a government minister said.",Expansion.Conjunction,Contingency.Cause.Result
wsj_0114,and,so,"Los Angeles is a sprawling, balkanized newspaper market,","advertisers seemed to feel they could buy space in the mammoth Times, then target a particular area with one of the regional dailies.",Expansion.Conjunction,Contingency.Cause.Result
wsj_0609,and,as a result,"Senate Minority Leader Robert Dole (R., Kan.), for one, accepts this argument","earlier this year publicly urged Mr. Bush ""to use the line-item veto and allow the courts to decide whether or not it is constitutional.""",Expansion.Conjunction,Contingency.Cause.Result
wsj_0088,and,specifically,"The program-trading issue is heating up on Capitol Hill as it is on Wall Street,",several legislators want to grant the SEC the power to shut off the programs when trading becomes too volatile.,Expansion.Conjunction,Expansion.Level-of-detail.Arg2-as-detail
wsj_2161,and,then,But it's like falling off a horse,"getting back on.""",Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_1337,and,so,"But there was little selling pressure,",even small orders at the lower levels sufficed to bring the market back to Friday's opening levels.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1447,and,as a result,"But Philip Morris has scaled back ad spending on the brand over the past year, industry executives said,",it now bills about $30 million to $40 million.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0291,and,then,The tax increase -- on top of the current six-cent per dollar sales tax -- would become effective this Dec. 1,"expire Dec. 31, 1990.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_2210,and,specifically,"In London, prices plummeted in early trading",were off as much as 9% before coming back strong after the New York opening to close down only 3.2%.,Expansion.Conjunction,Expansion.Level-of-detail.Arg2-as-detail
wsj_1364,and,then,Santa Fe Pacific plans to sell 20% of its large real estate unit to a California pension fund for $400 million,spin the rest off to shareholders.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_0406,and,as a result,Institutions had become active market players in the early 1970s,sought exchange seats to handle their own trades.,Expansion.Conjunction,Contingency.Cause.Result
wsj_2112,and,then,"Why, he used to lay in wait for Cap; suddenly he'd leap from behind some statue of Marshall onto Cap's chest",grab him by the throat and choke him till he coughed up an additional $2 billion or so.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_2053,and,so,"""We want to complain, we want to say something about it,","we're going to as it gets worse,"" says Rep. Dan Burton, an Indiana Republican who has been a staunch Contra backer.",Expansion.Conjunction,Contingency.Cause.Result
wsj_1970,and,therefore,"And White House spokesman Marlin Fitzwater said the deficit was ""an unwelcome increase,"" adding that ""we're hopeful that it simply is a one-month situation","will turn around.""",Expansion.Conjunction,Contingency.Cause.Result
wsj_1267,and,as a result,"Mr. Vinson, the professor, got the law bug",formed Litigation Sciences.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1172,and,therefore,"As a result, Mr. Owen warned, investment will be more likely to flow toward the other European economies","""the U.K. will be less prepared for the single market.""",Expansion.Conjunction,Contingency.Cause.Result
wsj_1142,and,as a result,"The Nasdaq over-the-counter market didn't fully recover from a selling stampede,",closed down 1.2%.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0537,with,then,"If the case is converted to Chapter 7, what remains of the oil tycoon's once-vast estate -- now believed to have a value of less than $125 million -- would be sold off quickly","most of the proceeds going to the Internal Revenue Service, whose claim for $300 million in back taxes has priority in the case.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
